,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 195",195.0,15
1,"Iron, mg : 2",2.0,10
2,"Potassium, mg : 40",40.0,0
3,Phosphorus :,,15
4,Zinc :,,30
5,Selenium :,,30
6,Chromium :,,80
7,Molybdenum :,,30
