Unnamed: 0,Amount per serving,% Daily Value*
Calcium :,,20
Iron :,,10
Phosphorus :,,20
Magnesium :,,10
Zinc :,,25
Selenium :,,25
Chromium :,,30
Molybdenum :,,30
