,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 110",110.0,
1,"Calcium, mEq : 5.5",5.5,
2,"Phosphorus, mg : 79",79.0,
3,"Magnesium, mg : 7.9",7.9,
4,"Iron, mg : 1.9",1.9,
5,"Zinc, mg : 0.79",0.79,
6,"Manganese, mcg : 25",25.0,
7,"Copper, mcg : 79",79.0,
8,"Iodine, mcg : 16",16.0,
9,"Selenium, mcg : 2",2.0,
10,"Sodium, mg : 46",46.0,
11,"Sodium, mEq : 2",2.0,
12,"Potassium, mg : 110",110.0,
13,"Potassium, mEq : 2.8",2.8,
14,"Chloride, mg : 65",65.0,
15,"Chloride, mEq : 1.8",1.8,
