,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 250",250.0,20
1,"Iron, mg : 2.7",2.7,15
2,"Potassium, mg : 470",470.0,10
3,Phosphorus :,,15
4,Iodine :,,15
5,Magnesium :,,10
6,Zinc :,,15
7,Selenium :,,15
8,Copper :,,15
9,Manganese :,,20
10,Chromium :,,25
11,Molybdenum :,,20
12,Chloride :,,15
