Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 195",195.0,15
"Iron, mg : 2",2.0,10
"Potassium, mg : 0",0.0,0
Phosphorus :,,15
Zinc :,,30
Selenium :,,30
Chromium :,,80
Molybdenum :,,30
