Unnamed: 0,Amount per serving,% Daily Value*
Calcium :,,20
Iron :,,10
Phosphorus :,,20
Magnesium :,,10
Zinc :,,25
Selenium :,,30
Chromium :,,35
Molybdenum :,,35
