,Unnamed: 0,Amount per serving,% Daily Value*
0,"Sodium, mg : 90",90.0,
1,"Potassium, mg : 470",470.0,
2,"Chloride, mg : 230",230.0,
3,"Calcium, mg : 330",330.0,
4,"Phosphorus, mg : 250",250.0,
5,"Magnesium, mg : 40",40.0,
6,"Iodine, mcg : 23",23.0,
7,"Manganese, mg : 0.46",0.46,
8,"Copper, mg : 0.14",0.14,
9,"Zinc, mg : 1.7",1.7,
10,"Iron, mg : 2.7",2.7,
11,"Selenium, mcg : 8",8.0,
12,"Chromium, mcg : 9.0",9.0,
13,"Molybdenum, mcg : 9.0",9.0,
