,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 150",150.0,20
1,"Iron, mg : 1.5",1.5,20
2,"Potassium, mg : 130",130.0,4
3,Phosphorus :,,15
4,Iodine :,,10
5,Magnesium :,,8
6,Zinc :,,3
7,Selenium :,,10
8,Copper :,,6
9,Manganese :,,4
10,Chromium :,,10
11,Molybdenum :,,10
12,Chloride :,,4
