Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 100",100.0,8
"Iron, mg : 1.8",1.8,10
"Potassium, mg : 200",200.0,4
Phosphorus :,,8
Iodine :,,10
Magnesium :,,10
Zinc :,,15
Selenium :,,20
Copper :,,35
Manganese :,,25
Chromium :,,35
Molybdenum :,,50
