,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 180",180.0,15
1,"Iron, mg : 2.7",2.7,15
2,"Potassium, mg : 330",330.0,8
3,Phosphorus :,,10
4,Iodine :,,10
5,Magnesium :,,8
6,Zinc :,,10
7,Selenium :,,10
8,Copper :,,20
9,Manganese :,,15
10,Chromium :,,30
11,Molybdenum :,,15
12,Chloride :,,8
