,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 200",200.0,15
1,"Iron, mg : 3.5",3.5,20
2,"Potassium, mg (mEq) : 380",380.0,8
3,Phosphorus :,,20
4,Iodine :,,20
5,Magnesium :,,15
6,Zinc :,,20
7,Copper :,,45
8,Manganese :,,45
