Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 56",56.0,
"Calcium, mEq : 2.8",2.8,
"Phosphorus, mg : 28",28.0,
"Magnesium, mg : 6",6.0,
"Iron, mg : 0.7",0.7,
"Zinc, mg : 0.8",0.8,
"Manganese, mcg : 5",5.0,
"Copper, mcg : 90",90.0,
"Iodine, mcg : 6",6.0,
"Selenium, mcg : 2",2.0,
"Sodium, mg : 24",24.0,
"Sodium, mEq : 1.0",1.0,
"Potassium, mg : 80",80.0,
"Potassium, mEq : 2.1",2.1,
"Chloride, mg : 59",59.0,
"Chloride, mEq : 1.7",1.7,
