Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 330",330.0,25
"Iron, mg : 2.7",2.7,15
"Potassium, mg : 470",470.0,10
Phosphorus :,,20
Iodine :,,15
Magnesium :,,10
Zinc :,,15
Selenium :,,15
Copper :,,15
Manganese :,,20
Chromium :,,35
Molybdenum :,,20
Chloride :,,10
