Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 105",105.0,
"Calcium, mEq : 5.2",5.2,
"Phosphorus, mg : 75",75.0,
"Magnesium, mg : 7.5",7.5,
"Iron, mg : 1.8",1.8,
"Zinc, mg : 0.75",0.75,
"Manganese, mcg : 8",8.0,
"Copper, mcg : 75",75.0,
"Iodine, mcg : 15",15.0,
"Selenium, mcg : 2",2.0,
"Sodium, mg : 44",44.0,
"Sodium, mEq : 1.9",1.9,
"Potassium, mg : 118",118.0,
"Potassium, mEq : 3.0",3.0,
"Chloride, mg : 80",80.0,
"Chloride, mEq : 2.3",2.3,
