Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 88",88.0,
"Calcium, mEq : 4.4",4.4,
"Phosphorus, mg : 59",59.0,
"Magnesium, mg : 6",6.0,
"Iron, mg : 1.9",1.9,
"Zinc, mg : 0.79",0.79,
"Manganese, mcg : 5",5.0,
"Copper, mcg : 95",95.0,
"Iodine, mcg : 9",9.0,
"Selenium, mcg : 2",2.0,
"Sodium, mg : 32",32.0,
"Sodium, mEq : 1.4",1.4,
"Potassium, mg : 110",110.0,
"Potassium, mEq : 2.8",2.8,
"Chloride, mg : 68",68.0,
"Chloride, mEq : 1.9",1.9,
