Unnamed: 0,Amount per serving,% Daily Value*
"Sodium, mg : 255",255.0,
"Potassium, mg : 710",710.0,
"Chloride, mg : 360",360.0,
"Calcium, mg : 500",500.0,
"Phosphorus, mg : 380",380.0,
"Magnesium, mg : 60",60.0,
"Iodine, mcg : 35",35.0,
"Manganese, mg : 0.7",0.7,
"Copper, mg : 0.2",0.2,
"Zinc, mg : 4.3",4.3,
"Iron, mg : 5.0",5.0,
"Selenium, mcg : 12",12.0,
"Chromium, mcg : 14",14.0,
"Molybdenum, mcg : 14",14.0,
