Unnamed: 0,Amount per serving,% Daily Value*
"Sodium, mg : 220",220.0,
"Potassium, mg : 370",370.0,
"Chloride, mg : 340",340.0,
"Calcium, mg : 170",170.0,
"Phosphorus, mg : 170",170.0,
"Magnesium, mg : 67",67.0,
"Iodine, mcg : 25",25.0,
"Manganese, mg : 0.84",0.84,
"Copper, mg : 0.34",0.34,
"Zinc, mg : 3.8",3.8,
"Iron, mg : 3.0",3.0,
"Selenium, mcg : 12",12.0,
"Chromium, mcg : 20",20.0,
"Molybdenum, mcg : 25",25.0,
