,Unnamed: 0,Amount per serving,% Daily Value*
0,Calcium :,,15
1,Iron :,,15
2,Phosphorus :,,10
3,Iodine :,,15
4,Magnesium :,,10
5,Zinc :,,20
6,Selenium :,,15
7,Copper :,,15
8,Manganese :,,30
9,Chromium :,,15
10,Molybdenum :,,25
11,Chloride :,,8
