,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 260",260.0,20
1,"Iron, mg : 2.7",2.7,15
2,"Potassium, mg : 280",280.0,6
3,Phosphorus :,,15
4,Iodine :,,20
5,Magnesium :,,15
6,Zinc :,,20
7,Selenium :,,15
8,Copper :,,15
9,Manganese :,,15
10,Chromium :,,40
11,Molybdenum :,,25
12,Chloride :,,15
