Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 110",110.0,
"Calcium, mEq : 5.5",5.5,
"Phosphorus, mg : 79",79.0,
"Magnesium, mg : 7.9",7.9,
"Iron, mg : 1.9",1.9,
"Zinc, mg : 0.79",0.79,
"Manganese, mcg : 25",25.0,
"Copper, mcg : 79",79.0,
"Iodine, mcg : 16",16.0,
"Selenium, mcg : 2",2.0,
"Sodium, mg : 46",46.0,
"Sodium, mEq : 2",2.0,
"Potassium, mg : 110",110.0,
"Potassium, mEq : 2.8",2.8,
"Chloride, mg : 65",65.0,
"Chloride, mEq : 1.8",1.8,
