,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 105",105.0,
1,"Calcium, mEq : 5.3",5.3,
2,"Phosphorus, mg : 70",70.0,
3,"Magnesium, mg : 6",6.0,
4,"Iron, mg : 1.9",1.9,
5,"Zinc, mg : 0.79",0.79,
6,"Manganese, mcg : 5",5.0,
7,"Copper, mcg : 95",95.0,
8,"Iodine, mcg : 9",9.0,
9,"Selenium, mcg : 2",2.0,
10,"Sodium, mg : 46",46.0,
11,"Sodium, mEq : 2",2.0,
12,"Potassium, mg : 121",121.0,
13,"Potassium, mEq : 3.1",3.1,
14,"Chloride, mg : 68",68.0,
15,"Chloride, mEq : 1.9",1.9,
