,Unnamed: 0,Amount per serving,% Daily Value*
0,Calcium :,,25
1,Iron :,,10
2,Phosphorus :,,25
3,Iodine :,,35
4,Magnesium :,,20
5,Zinc :,,40
6,Selenium :,,45
7,Copper :,,30
8,Manganese :,,35
9,Chromium :,,35
10,Molybdenum :,,30
11,Chloride :,,8
