,Unnamed: 0,Amount per serving,% Daily Value*
0,"Sodium, mg : 135",135.0,
1,"Potassium, mg : 550",550.0,
2,"Chloride, mg : 250",250.0,
3,"Calcium, mg : 330",330.0,
4,"Phosphorus, mg : 250",250.0,
5,"Magnesium, mg : 40",40.0,
6,"Iodine, mcg : 23",23.0,
7,"Manganese, mg : 0.35",0.35,
8,"Copper, mg : 0.14",0.14,
9,"Zinc, mg : 1.8",1.8,
10,"Iron, mg : 2.7",2.7,
11,"Selenium, mcg : 7",7.0,
12,"Chromium, mcg : 7",7.0,
13,"Molybdenum, mcg : 30",30.0,
