,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 105",105.0,
1,"Calcium, mEq : 5.2",5.2,
2,"Phosphorus, mg : 75",75.0,
3,"Magnesium, mg : 7.5",7.5,
4,"Iron, mg : 1.8",1.8,
5,"Zinc, mg : 0.75",0.75,
6,"Manganese, mcg : 8",8.0,
7,"Copper, mcg : 75",75.0,
8,"Iodine, mcg : 15",15.0,
9,"Selenium, mcg : 2",2.0,
10,"Sodium, mg : 44",44.0,
11,"Sodium, mEq : 1.9",1.9,
12,"Potassium, mg : 118",118.0,
13,"Potassium, mEq : 3.0",3.0,
14,"Chloride, mg : 80",80.0,
15,"Chloride, mEq : 2.3",2.3,
