Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 630",630.0,50
"Potassium, mg : 190",190.0,4
Phosphorus :,,35
Iodine :,,30
Zinc :,,50
Selenium :,,35
Manganese :,,20
Chromium :,,150
Molybdenum :,,40
Chloride :,,8
