,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 84",84.0,
1,"Calcium, mEq : 4.2",4.2,
2,"Phosphorus, mg : 56",56.0,
3,"Magnesium, mg : 6",6.0,
4,"Iron, mg : 1.8",1.8,
5,"Zinc, mg : 0.75",0.75,
6,"Manganese, mcg : 5",5.0,
7,"Copper, mcg : 90",90.0,
8,"Iodine, mcg : 9",9.0,
9,"Selenium, mcg : 2",2.0,
10,"Sodium, mg : 30",30.0,
11,"Sodium, mEq : 1.3",1.3,
12,"Potassium, mg : 107",107.0,
13,"Potassium, mEq : 2.7",2.7,
14,"Chloride, mg : 65",65.0,
15,"Chloride, mEq : 1.8",1.8,
