Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 82",82.0,
"Calcium, mEq : 4.1",4.1,
"Phosphorus, mg : 44",44.0,
"Magnesium, mg : 6",6.0,
"Iron, mg : 1.9",1.9,
"Zinc, mg : 0.79",0.79,
"Manganese, mcg : 5",5.0,
"Copper, mcg : 95",95.0,
"Iodine, mcg : 6",6.0,
"Selenium, mcg : 2",2.0,
"Sodium, mg : 25",25.0,
"Sodium, mEq : 1.1",1.1,
"Potassium, mg : 110",110.0,
"Potassium, mEq : 2.8",2.8,
"Chloride, mg : 68",68.0,
"Chloride, mEq : 1.9",1.9,
