,Unnamed: 0,Amount per serving,% Daily Value*
0,"Sodium, mg : 250",250.0,
1,"Potassium, mg : 225",225.0,
2,"Chloride, mg : 200",200.0,
3,"Calcium, mg : 250",250.0,
4,"Phosphorus, mg : 170",170.0,
5,"Magnesium, mg : 40",40.0,
6,"Iodine, mcg : 38",38.0,
7,"Manganese, mg : 0.6",0.6,
8,"Copper, mg : 0.42",0.42,
9,"Zinc, mg : 3",3.0,
10,"Iron, mg : 3.3",3.3,
11,"Selenium, mcg : 13.8",13.8,
12,"Chromium, mcg : 7.5",7.5,
13,"Molybdenum, mcg : 11",11.0,
