Unnamed: 0,Amount per serving,% Daily Value*
Calories : 70,70,
"Total Fat, g : 0",0,0.0
"Sodium, mg : 1380",1380,60.0
"Total Carbohydrate, g : 16",16,6.0
"Total Sugars, g : 16",16,
"Added Sugars, g : 16",16,32.0
"Protein, g : 0",0,0.0
