Unnamed: 0,Amount per serving,% Daily Value*
Calcium :,,10
Iron :,,10
Phosphorus :,,15
Magnesium :,,10
Zinc :,,25
Selenium :,,35
Chromium :,,35
Molybdenum :,,35
