,Unnamed: 0,Amount per serving,% Daily Value*
0,Calcium :,,35
1,Iron :,,30
2,Phosphorus :,,25
3,Iodine :,,25
4,Magnesium :,,6
5,Zinc :,,15
6,Copper :,,10
