,SKU67417
"Sodium, mg",255
"Potassium, mg",710
"Chloride, mg",360
"Calcium, mg",500
"Phosphorus, mg",380
"Magnesium, mg",60
"Iodine, mcg",35
"Manganese, mg",0.7
"Copper, mg",0.2
"Zinc, mg",4.3
"Iron, mg",5.0
"Selenium, mcg",12
"Chromium, mcg",14
"Molybdenum, mcg",14
