,SKU67411
"Sodium, mg",170
"Potassium, mg",470
"Chloride, mg",240
"Calcium, mg",330
"Phosphorus, mg",250
"Magnesium, mg",40
"Iodine, mcg",23
"Manganese, mg",0.46
"Copper, mg",0.14
"Zinc, mg",2.8
"Iron, mg",3.3
"Selenium, mcg",8
"Chromium, mcg",9
"Molybdenum, mcg",9
