,SKU66670
"Sodium, mg",135
"Potassium, mg",550
"Chloride, mg",250
"Calcium, mg",330
"Phosphorus, mg",250
"Magnesium, mg",40
"Iodine, mcg",23
"Manganese, mg",0.35
"Copper, mg",0.14
"Zinc, mg",1.8
"Iron, mg",2.7
"Selenium, mcg",7
"Chromium, mcg",7
"Molybdenum, mcg",30
