Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 100",100.0,8
"Iron, mg : 1.4",1.4,8
"Potassium, mg : 30",30.0,0
Phosphorus :,,8
Iodine :,,10
Magnesium :,,8
Zinc :,,15
Selenium :,,15
Copper :,,20
Manganese :,,8
Chromium :,,50
Molybdenum :,,15
