,Unnamed: 0,Amount per serving,% Daily Value*
0,Calcium :,,20
1,Iron :,,10
2,Phosphorus :,,20
3,Magnesium :,,10
4,Zinc :,,25
5,Selenium :,,30
6,Chromium :,,25
7,Molybdenum :,,35
