Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 180",180.0,15
"Iron, mg : 2.7",2.7,15
"Potassium, mg : 330",330.0,8
Phosphorus :,,10
Iodine :,,10
Magnesium :,,8
Zinc :,,10
Selenium :,,10
Copper :,,20
Manganese :,,15
Chromium :,,30
Molybdenum :,,15
Chloride :,,8
