Unnamed: 0,Amount per serving,% Daily Value*
"Calcium, mg : 180",180.0,15
"Iron, mg : 2.5",2.5,15
"Potassium, mg : 280",280.0,6
Phosphorus :,,10
Iodine :,,10
Magnesium :,,6
Zinc :,,10
Selenium :,,10
Copper :,,15
Manganese :,,10
Chromium :,,15
Molybdenum :,,15
Chloride :,,8
