,Unnamed: 0,Amount per serving,% Daily Value*
0,Calcium :,,10
1,Iron :,,10
2,Phosphorus :,,15
3,Magnesium :,,10
4,Zinc :,,25
5,Selenium :,,35
6,Chromium :,,35
7,Molybdenum :,,35
