,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 380",380.0,30
1,"Iron, mg : 4.5",4.5,25
2,"Potassium, mg : 180",180.0,4
3,Phosphorus :,,20
4,Iodine :,,20
5,Magnesium :,,4
6,Zinc :,,35
7,Selenium :,,50
8,Copper :,,20
9,Manganese :,,25
10,Molybdenum :,,70
