,Unnamed: 0,Amount per serving,% Daily Value*
0,"Calcium, mg : 630",630.0,50
1,"Potassium, mg : 190",190.0,4
2,Phosphorus :,,25
3,Iodine :,,30
4,Molybdenum :,,40
5,Zinc :,,50
6,Selenium :,,35
7,Chloride :,,8
8,Manganese :,,20
9,Chromium :,,150
