Unnamed: 0,Amount per serving,% Daily Value*
"Sodium, mg : 330",330.0,
"Potassium, mg : 600",600.0,
"Chloride, mg : 380",380.0,
"Calcium, mg : 240",240.0,
"Phosphorus, mg : 240",240.0,
"Magnesium, mg : 95",95.0,
"Iodine, mcg : 36",36.0,
"Manganese, mg : 0.48",0.48,
"Copper, mg : 0.48",0.48,
"Zinc, mg : 3.6",3.6,
"Iron, mg : 4.3",4.3,
"Selenium, mcg : 17",17.0,
"Chromium, mcg : 48",48.0,
"Molybdenum, mcg : 23",23.0,
