,Unnamed: 0,Amount per serving,% Daily Value*
0,"Protein, g : 10.7",10.7,
1,"Fat, g : 14.4",14.4,
2,"Saturated Fat, g : 8",8,
3,"Trans Fat, g : 0",0,
4,"Polyunsaturated Fat, g : 1.0",1.0,
5,"Monounsaturated Fat, g : 2.5",2.5,
6,"Cholesterol, mg : 15",15,
7,"Carbohydrate, g : 47.6",47.6,
8,"Dietary Fiber, g : 1<sup>*</sup>",1*,
9,"Total Sugars, g : 2",2,
10,"Added Sugars, g : 2",2,
11,"L-Carnitine, mg : 6.0",6.0,
12,"Taurine, mg : 45",45,
13,"Water, g : 182",182,
14,Calories : 356,356,
