,Unnamed: 0,Amount per serving,% Daily Value*
0,"Protein, g : 14",14,
1,"Fat, g : 16",16,
2,"Saturated Fat, g : 3.5",3.5,
3,"Trans Fat, g : 0",0,
4,"Polyunsaturated Fat, g : 5",5,
5,"Monounsaturated Fat, g : 7",7,
6,"Cholesterol, mg : 10",10,
7,"Carbohydrate, g : 38",38,
8,"Dietary Fiber, g : <1",<1,
9,"Total Sugars, g : 3",3,
10,"Added Sugars, g : 3",3,
11,"L-Carnitine, mg : 4.0",4.0,
12,"Taurine, mg : 18",18,
13,"Water, g : 185",185,
14,Calories : 350,350,
