Unnamed: 0,Amount per serving,% Daily Value*
Calories : 150,150,
"Total Fat, g : 8",8,
"Trans Fat, g : 0",0,
"Sodium, mg : 45",45,
"Potassium, mg : 230",230,
"Total Carbohydrate, g : 16",16,
"Dietary Fiber, g : <1",<1,
"Sugars, g : 15",15,
"Protein, g : 4",4,25.0
