Unnamed: 0,Amount per serving,% Daily Value*
Calories : 130,130,
"Total Fat, g : 2.5",2.5,3
"Saturated Fat, g : 1",1,6
"Trans Fat, g : 0",0,0
"Cholesterol, mg : 45",45,15
"Sodium, mg : 115",115,5
"Total Carbohydrate, g : 5",5,2
"Dietary Fiber, g : <1",<1,<3
"Total Sugars, g : 2",2,
"Added Sugars, g : 0",0,0
"Protein, g : 22",22,44
