Unnamed: 0,Amount per serving,% Daily Value*
Calories : 180,180,
Calories from Fat : 70,70,
"Total Fat, g : 8",8,12.0
"Saturated Fat, g : 4",4,20.0
"Trans Fat, g : 0",0,
"Cholesterol, mg : 30",30,10.0
"Sodium, mg : 150",150,6.0
"Potassium, mg : 80",80,2.0
"Total Carbohydrate, g : 18",18,6.0
"Dietary Fiber, g : 1",1,4.0
"Sugars, g : 10",10,
"Protein, g : 10",10,20.0
