Unnamed: 0,Amount per serving,% Daily Value*
"Protein, g : 19.6",19.6,
"Fat, g : 17.8",17.8,
"Saturated Fat, g : 1.5",1.5,
"Polyunsaturated Fat, g : 3.8",3.8,
"Monounsaturated Fat, g : 12.5",12.5,
"Carbohydrate, g : 31.5",31.5,
"Dietary Fiber, g : 3.8<sup>*</sup>",3.8*,
"Water, g : 180",180,
Calories : 356,356,
"Taurine, mg : 40",40,
"L-Carnitine, mg : 51",51,
