Unnamed: 0,Amount per serving,% Daily Value*
Calories : 100,100.0,
"Volume, mL : 134.42",134.42,
"Protein, g : 2.8",2.8,
"Fat, g : 5.5",5.5,
"Carbohydrate, g : 10.1",10.1,
"Water, g : 120",120.0,
"Linoleic Acid, mg : 750",750.0,
