Unnamed: 0,Amount per serving,% Daily Value*
Calories : 160,160.0,
"Total Fat, g : 2.5",2.5,3.0
"Saturated Fat, g : 1",1.0,5.0
"Trans Fat, g : 0",0.0,
"Cholesterol, mg : 50",50.0,17.0
"Sodium, mg : 150",150.0,7.0
"Total Carbohydrate, g : 3",3.0,1.0
"Dietary Fiber, g : 0",0.0,0.0
"Total Sugars, g : 3",3.0,
"Added Sugars, g : 0",0.0,0.0
"Protein, g : 30",30.0,60.0
