,SKU63309
Calories,210
Calories from Fat,60
"Total Fat, g",7
"Saturated Fat, g",4
"Trans Fat, g",0
"Cholesterol, mg",<5
"Sodium, mg",250
"Potassium, mg",60
"Total Carbohydrate, g",22
"Dietary Fiber, g",<1
"Sugars, g",15
"Protein, g",15
