,Unnamed: 0,Amount per serving,% Daily Value*
0,Calories : 100,100.0,
1,"Volume, mL : 156",156.0,
2,"Protein, g : 2.45",2.45,
3,"Fat, g : 5.46",5.46,
4,"Carbohydrate, g : 10.4",10.4,
5,"Water, g : 141",141.0,
6,"Linoleic Acid, mg : 1000",1000.0,
