Unnamed: 0,Amount per serving,% Daily Value*
Calories : 100,100.0,
"Volume, mL : 156",156.0,
"Protein, g : 2.07",2.07,
"Fat, g : 5.60",5.6,
"Carbohydrate, g : 10.8",10.8,
"Water, g : 141",141.0,
"Linoleic Acid, mg : 1000",1000.0,
