,SKU67254
Calories,150
"Total Fat, g",1
"Saturated Fat, g",0.5
"Trans Fat, g",0
"Cholesterol, mg",25
"Sodium, mg",280
"Total Carbohydrate, g",6
"Dietary Fiber, g",3
"Total Sugars, g",1
"Added Sugars, g",0
"Protein, g",30
