,Unnamed: 0,Amount per serving,% Daily Value*
0,Calories : 220,220,
1,Calories from Fat : 50,50,
2,"Total Fat, g : 6",6,9.0
3,"Saturated Fat, g : 1",1,5.0
4,"Trans Fat, g : 0",0,
5,"Polyunsaturated Fat, g : 3",3,
6,"Monounsaturated Fat, g : 2",2,
7,"Cholesterol, mg : 5",5,2.0
8,"Sodium, mg : 170",170,7.0
9,"Potassium, mg : 350",350,10.0
10,"Total Carbohydrate, g : 32",32,11.0
11,"Dietary Fiber, g : 0",0,0.0
12,"Sugars, g : 9",9,
13,"Protein, g : 9",9,18.0
