Unnamed: 0,Amount per serving,% Daily Value*
Calories : 180,180.0,
"Total Fat, g : 6",6.0,8.0
"Saturated Fat, g : 1",1.0,5.0
"Trans Fat, g : 0",0.0,
"Polyunsaturated Fat, g : 1.5",1.5,
"Monounsaturated Fat, g : 3.5",3.5,
"Cholesterol, mg : 0",0.0,0.0
"Sodium, mg : 300",300.0,13.0
"Total Carbohydrate, g : 14",14.0,5.0
"Dietary Fiber, g : 5",5.0,18.0
"Total Sugars, g : 7",7.0,
"Added Sugars, g : 7",7.0,14.0
"Protein, g : 20",20.0,24.0
