Unnamed: 0,Amount per serving,% Daily Value*
Calories : 100,100.0,
"Volume, mL : 148",148.0,
"Protein, g : 2.07",2.07,
"Fat, g : 5.63",5.63,
"Carbohydrate, g : 10.4",10.4,
"Water, g : 133",133.0,
"Linoleic Acid, mg : 860",860.0,
