Unnamed: 0,Amount per serving,% Daily Value*
Calories : 210,210,
"Total Fat, g : 7",7,9
"Saturated Fat, g : 5",5,25
"Trans Fat, g : 0",0,
"Cholesterol, mg : 0",0,0
"Sodium, mg : 220",220,10
"Total Carbohydrate, g : 21",21,8
"Dietary Fiber, g : <1",<1,<4
"Total Sugars, g : 1",1,
"Added Sugars, g : 1",1,2
"Sugar Alcohols, g : 8",8,
"Protein, g : 15",15,30
