Unnamed: 0,Amount per serving,% Daily Value*
"Protein, g : 14",14,
"Fat, g : 16",16,
"Saturated Fat, g : 3.5",3.5,
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 5",5,
"Monounsaturated Fat, g : 7",7,
"Cholesterol, mg : 10",10,
"Carbohydrate, g : 38",38,
"Dietary Fiber, g : <1",<1,
"Total Sugars, g : 3",3,
"Added Sugars, g : 3",3,
"L-Carnitine, mg : 4.0",4.0,
"Taurine, mg : 18",18,
"Water, g : 185",185,
Calories : 350,350,
