Unnamed: 0,Amount per serving,% Daily Value*
Calories : 180,180,
"Total Fat, g : 9",9,12
"Saturated Fat, g : 1",1,5
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 4",4,
"Monounsaturated Fat, g : 4",4,
"Cholesterol, mg : <5",<5,<2
"Sodium, mg : 210",210,9
"Total Carbohydrate, g : 16",16,6
"Dietary Fiber, g : 4",4,14
"Total Sugars, g : 4",4,
"Added Sugars, g : 4",4,8
"Protein, g : 10",10,20
