Unnamed: 0,Amount per serving,% Daily Value*
Calories : 150,150.0,
"Total Fat, g : 1",1.0,1.0
"Saturated Fat, g : 0.5",0.5,3.0
"Trans Fat, g : 0",0.0,
"Cholesterol, mg : 25",25.0,8.0
"Sodium, mg : 220",220.0,10.0
"Total Carbohydrate, g : 5",5.0,2.0
"Dietary Fiber, g : 1",1.0,4.0
"Total Sugars, g : 1",1.0,
"Added Sugars, g : 0",0.0,0.0
"Protein, g : 30",30.0,60.0
