,Unnamed: 0,Amount per serving,% Daily Value*
0,Calories : 240,240.0,
1,"Total Fat, g : 9",9.0,12.0
2,"Saturated Fat, g : 1.5",1.5,8.0
3,"Trans Fat, g : 0",0.0,
4,"Polyunsaturated Fat, g : 3",3.0,
5,"Monounsaturated Fat, g : 4",4.0,
6,"Cholesterol, mg : 10",10.0,3.0
7,"Sodium, mg : 90",90.0,4.0
8,"Total Carbohydrate, g : 33",33.0,12.0
9,"Dietary Fiber, g : 0",0.0,0.0
10,"Total Sugars, g : 17",17.0,
11,"Added Sugars, g : 17",17.0,34.0
12,"Protein, g : 7",7.0,14.0
