Unnamed: 0,Amount per serving,% Daily Value*
Calories : 240,240,
"Total Fat, g : 9",9,12
"Saturated Fat, g : 1",1,5
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 2",2,
"Monounsaturated Fat, g : 6",6,
"Cholesterol, mg : 5",5,<2
"Sodium, mg : 90",90,4
"Total Carbohydrate, g : 33",33,12
"Dietary Fiber, g : 3",3,11
"Total Sugars, g : 18",18,
"Added Sugars, g : 18",18,36
"Protein, g : 7",7,14
