Unnamed: 0,Amount per serving,% Daily Value*
Calories : 220,220,
"Total Fat, g : 6",6,8
"Saturated Fat, g : 1",1,5
"Trans Fat, g : 0",0,
"Polyunsaturated Fat, g : 2",2,
"Monounsaturated Fat, g : 3",3,
"Cholesterol, mg : <5",<5,<2
"Sodium, mg : 210",210,9
"Total Carbohydrate, g : 32",32,12
"Dietary Fiber, g : 2",2,8
"Total Sugars, g : 15",15,
"Added Sugars, g : 14",14,29
"Protein, g : 9",9,18
"Folic Acid, mcg : 60",60,
